,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
48,model_47,0.27433035714285714,0.251953125,0.3037109375,0.259765625,0.2578125,0.2607421875,0.28515625,0.2890625,0.2861328125,0.2548828125,0.263671875,0.28125,0.2421875,0.2705078125,0.27734375,0.2451171875,0.2861328125,0.3076171875,0.265625,0.2470703125,0.27734375,0.3037109375,0.267578125,0.291015625,0.3046875,0.2822265625,0.2626953125,0.2685546875,0.3154296875,0.263671875,0.2958984375,0.2607421875,0.2822265625,0.2783203125,0.2607421875,0.2978515625,0.298828125,0.2568359375,0.283203125,0.2509765625,0.310546875,0.248046875,0.287109375,0.2490234375,0.298828125,0.234375,0.2685546875,0.259765625,0.296875,0.26171875,0.2880859375,0.27734375,0.2724609375,0.29296875,0.2578125,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2451171875,0.2626953125,0.3115234375,0.2978515625,0.2744140625,0.3017578125,0.2939453125,0.2138671875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.26953125,0.28515625,0.265625,0.2822265625,0.3173828125,0.2568359375,0.267578125,0.2275390625,0.25,0.265625,0.259765625,0.2763671875,0.2802734375,0.263671875,0.279296875,0.2470703125,0.291015625,0.29296875,0.3046875,0.255859375,0.2880859375,0.26953125,0.22265625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.265625,0.265625,0.2431640625,0.2783203125,0.275390625,0.2939453125,0.2197265625
49,model_48,0.2744698660714286,0.251953125,0.3037109375,0.259765625,0.2607421875,0.2587890625,0.28515625,0.2890625,0.2861328125,0.2353515625,0.2734375,0.28125,0.23828125,0.275390625,0.283203125,0.2490234375,0.2861328125,0.3076171875,0.2646484375,0.25390625,0.2734375,0.3056640625,0.267578125,0.291015625,0.3056640625,0.283203125,0.2734375,0.2744140625,0.3154296875,0.2626953125,0.291015625,0.2607421875,0.2822265625,0.2783203125,0.2607421875,0.2978515625,0.298828125,0.2587890625,0.28125,0.244140625,0.3076171875,0.25,0.287109375,0.248046875,0.298828125,0.23828125,0.2685546875,0.26171875,0.296875,0.2568359375,0.287109375,0.2783203125,0.271484375,0.2880859375,0.263671875,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2421875,0.2607421875,0.3115234375,0.2978515625,0.2744140625,0.3046875,0.2958984375,0.2197265625,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2724609375,0.28515625,0.2685546875,0.2822265625,0.3173828125,0.2568359375,0.2705078125,0.2197265625,0.259765625,0.265625,0.259765625,0.2802734375,0.2861328125,0.259765625,0.279296875,0.2421875,0.2900390625,0.29296875,0.3046875,0.2568359375,0.287109375,0.26953125,0.2265625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2607421875,0.271484375,0.2421875,0.2783203125,0.2568359375,0.2939453125,0.2216796875
50,model_49,0.27473028273809524,0.251953125,0.3037109375,0.259765625,0.259765625,0.26953125,0.2841796875,0.2890625,0.2861328125,0.2421875,0.2744140625,0.28125,0.240234375,0.2705078125,0.27734375,0.24609375,0.2861328125,0.3076171875,0.265625,0.2490234375,0.27734375,0.30078125,0.267578125,0.291015625,0.306640625,0.283203125,0.275390625,0.2763671875,0.3154296875,0.26171875,0.294921875,0.2626953125,0.2822265625,0.2783203125,0.2607421875,0.2978515625,0.298828125,0.2607421875,0.279296875,0.2451171875,0.310546875,0.2275390625,0.287109375,0.2333984375,0.298828125,0.2509765625,0.2685546875,0.259765625,0.2978515625,0.2607421875,0.28515625,0.27734375,0.271484375,0.2919921875,0.265625,0.2978515625,0.263671875,0.302734375,0.3125,0.2734375,0.2421875,0.26171875,0.3115234375,0.2978515625,0.2783203125,0.3046875,0.2939453125,0.2138671875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.271484375,0.28515625,0.2685546875,0.2822265625,0.3173828125,0.2568359375,0.2841796875,0.2236328125,0.2587890625,0.265625,0.26171875,0.2802734375,0.2841796875,0.2666015625,0.279296875,0.2451171875,0.2890625,0.29296875,0.3046875,0.248046875,0.2890625,0.275390625,0.224609375,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2578125,0.267578125,0.2451171875,0.2783203125,0.2724609375,0.2939453125,0.22265625
51,model_50,0.27433035714285714,0.251953125,0.3037109375,0.259765625,0.2587890625,0.263671875,0.2861328125,0.2890625,0.2861328125,0.2431640625,0.2666015625,0.28125,0.240234375,0.275390625,0.2783203125,0.2470703125,0.2861328125,0.3076171875,0.265625,0.2431640625,0.2822265625,0.306640625,0.2685546875,0.291015625,0.3095703125,0.2841796875,0.265625,0.271484375,0.3154296875,0.26171875,0.29296875,0.259765625,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.255859375,0.2802734375,0.2431640625,0.3076171875,0.2265625,0.287109375,0.2421875,0.298828125,0.2509765625,0.2685546875,0.2626953125,0.2978515625,0.2607421875,0.2880859375,0.265625,0.271484375,0.2919921875,0.267578125,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.244140625,0.259765625,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2099609375,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.263671875,0.28515625,0.2646484375,0.2822265625,0.3173828125,0.2568359375,0.2626953125,0.22265625,0.2626953125,0.265625,0.26171875,0.28515625,0.28515625,0.263671875,0.279296875,0.2412109375,0.2890625,0.29296875,0.3046875,0.25390625,0.287109375,0.2734375,0.2255859375,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2646484375,0.2685546875,0.244140625,0.2783203125,0.26953125,0.2939453125,0.2265625
52,model_51,0.27446056547619047,0.251953125,0.3037109375,0.259765625,0.2607421875,0.26171875,0.28515625,0.2890625,0.2861328125,0.2470703125,0.2646484375,0.28125,0.2412109375,0.275390625,0.2802734375,0.24609375,0.2861328125,0.3076171875,0.265625,0.2548828125,0.279296875,0.3037109375,0.2685546875,0.291015625,0.3095703125,0.28125,0.2763671875,0.2607421875,0.3154296875,0.251953125,0.296875,0.2607421875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2578125,0.28125,0.2470703125,0.3095703125,0.2353515625,0.287109375,0.25,0.298828125,0.2412109375,0.2685546875,0.259765625,0.2978515625,0.26171875,0.279296875,0.2724609375,0.271484375,0.29296875,0.2646484375,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2470703125,0.2607421875,0.3115234375,0.2978515625,0.27734375,0.306640625,0.2939453125,0.2177734375,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2607421875,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.28125,0.2197265625,0.2568359375,0.265625,0.26171875,0.28125,0.2861328125,0.263671875,0.279296875,0.2373046875,0.2890625,0.29296875,0.3046875,0.2509765625,0.2880859375,0.2685546875,0.2265625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.259765625,0.2685546875,0.2470703125,0.2783203125,0.265625,0.2939453125,0.224609375
53,model_52,0.2742373511904762,0.251953125,0.3037109375,0.259765625,0.259765625,0.2578125,0.2861328125,0.2890625,0.2861328125,0.2470703125,0.2626953125,0.28125,0.2421875,0.2744140625,0.2783203125,0.2451171875,0.2861328125,0.30859375,0.265625,0.255859375,0.275390625,0.2998046875,0.2685546875,0.291015625,0.3076171875,0.283203125,0.2685546875,0.2666015625,0.3154296875,0.2607421875,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.2978515625,0.298828125,0.26171875,0.28125,0.2451171875,0.306640625,0.2373046875,0.287109375,0.24609375,0.298828125,0.244140625,0.2685546875,0.2587890625,0.2978515625,0.255859375,0.28515625,0.271484375,0.271484375,0.29296875,0.265625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2470703125,0.2607421875,0.3115234375,0.2978515625,0.27734375,0.306640625,0.2939453125,0.2080078125,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.259765625,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.27734375,0.2099609375,0.255859375,0.265625,0.26171875,0.2783203125,0.287109375,0.263671875,0.279296875,0.24609375,0.291015625,0.29296875,0.3046875,0.2548828125,0.2880859375,0.2744140625,0.2119140625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2626953125,0.2685546875,0.2451171875,0.2783203125,0.275390625,0.2939453125,0.2216796875
54,model_53,0.27393973214285716,0.251953125,0.3037109375,0.259765625,0.255859375,0.255859375,0.2841796875,0.2890625,0.2861328125,0.244140625,0.265625,0.28125,0.232421875,0.2744140625,0.283203125,0.244140625,0.2861328125,0.30859375,0.265625,0.25,0.2744140625,0.302734375,0.2685546875,0.291015625,0.30859375,0.28125,0.2744140625,0.2763671875,0.3154296875,0.2626953125,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.2978515625,0.298828125,0.2529296875,0.28125,0.24609375,0.3095703125,0.2236328125,0.287109375,0.24609375,0.298828125,0.236328125,0.2685546875,0.2578125,0.2978515625,0.2607421875,0.2880859375,0.2744140625,0.2724609375,0.29296875,0.265625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2431640625,0.26171875,0.3115234375,0.2978515625,0.27734375,0.306640625,0.2939453125,0.2099609375,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.267578125,0.28515625,0.267578125,0.2822265625,0.3173828125,0.2568359375,0.2705078125,0.2197265625,0.2509765625,0.265625,0.26171875,0.2822265625,0.287109375,0.265625,0.279296875,0.2412109375,0.291015625,0.29296875,0.3046875,0.2470703125,0.2880859375,0.2626953125,0.2236328125,0.2587890625,0.2802734375,0.28515625,0.294921875,0.263671875,0.26953125,0.244140625,0.2783203125,0.2626953125,0.2939453125,0.2236328125
55,model_54,0.2747395833333333,0.251953125,0.3037109375,0.259765625,0.2587890625,0.2607421875,0.287109375,0.2890625,0.2861328125,0.244140625,0.2587890625,0.28125,0.2451171875,0.275390625,0.2802734375,0.2509765625,0.2861328125,0.30859375,0.265625,0.2470703125,0.279296875,0.306640625,0.2685546875,0.2900390625,0.30859375,0.28125,0.2685546875,0.2705078125,0.3154296875,0.26171875,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.2978515625,0.298828125,0.2607421875,0.28125,0.2451171875,0.310546875,0.2275390625,0.287109375,0.2431640625,0.298828125,0.2392578125,0.2685546875,0.2607421875,0.2978515625,0.2578125,0.2890625,0.27734375,0.271484375,0.2919921875,0.2646484375,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2470703125,0.26171875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2177734375,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2626953125,0.28515625,0.267578125,0.2822265625,0.3173828125,0.2568359375,0.2841796875,0.220703125,0.259765625,0.265625,0.26171875,0.279296875,0.287109375,0.267578125,0.279296875,0.240234375,0.2900390625,0.29296875,0.3046875,0.25390625,0.2880859375,0.2724609375,0.220703125,0.2587890625,0.2802734375,0.28515625,0.294921875,0.265625,0.26953125,0.24609375,0.2783203125,0.2724609375,0.2939453125,0.2255859375
56,model_55,0.27427455357142855,0.251953125,0.3037109375,0.259765625,0.2578125,0.2568359375,0.2744140625,0.2890625,0.2861328125,0.25,0.2607421875,0.28125,0.244140625,0.2744140625,0.283203125,0.2509765625,0.2861328125,0.30859375,0.265625,0.251953125,0.275390625,0.3037109375,0.2685546875,0.291015625,0.30859375,0.28125,0.2724609375,0.263671875,0.3154296875,0.259765625,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.255859375,0.28125,0.236328125,0.3115234375,0.2451171875,0.287109375,0.240234375,0.298828125,0.2353515625,0.2685546875,0.259765625,0.2978515625,0.25390625,0.2890625,0.2705078125,0.271484375,0.29296875,0.267578125,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2451171875,0.2646484375,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2041015625,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.25390625,0.28515625,0.26953125,0.2822265625,0.3173828125,0.2568359375,0.2822265625,0.2216796875,0.26171875,0.265625,0.26171875,0.28125,0.287109375,0.2666015625,0.279296875,0.244140625,0.2890625,0.29296875,0.3046875,0.248046875,0.2880859375,0.267578125,0.2275390625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.265625,0.26953125,0.2470703125,0.2783203125,0.26953125,0.2939453125,0.220703125
57,model_56,0.27451636904761906,0.251953125,0.3037109375,0.259765625,0.2578125,0.25390625,0.2841796875,0.2890625,0.2861328125,0.236328125,0.26171875,0.28125,0.23828125,0.2744140625,0.27734375,0.25390625,0.2861328125,0.30859375,0.265625,0.2451171875,0.27734375,0.3046875,0.2685546875,0.291015625,0.30859375,0.2822265625,0.2685546875,0.2705078125,0.3154296875,0.26171875,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.259765625,0.28125,0.2490234375,0.3076171875,0.2255859375,0.287109375,0.2529296875,0.298828125,0.23828125,0.2685546875,0.26171875,0.2978515625,0.2587890625,0.2890625,0.275390625,0.271484375,0.29296875,0.2666015625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.24609375,0.2626953125,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2216796875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.275390625,0.28515625,0.2685546875,0.2822265625,0.3173828125,0.2568359375,0.2744140625,0.228515625,0.2548828125,0.265625,0.26171875,0.2802734375,0.287109375,0.2666015625,0.279296875,0.240234375,0.2841796875,0.29296875,0.3046875,0.2451171875,0.2880859375,0.2685546875,0.228515625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2578125,0.26953125,0.248046875,0.2783203125,0.271484375,0.2939453125,0.2255859375
58,model_57,0.2752139136904762,0.251953125,0.3037109375,0.259765625,0.2578125,0.2587890625,0.2861328125,0.2890625,0.2861328125,0.2421875,0.267578125,0.28125,0.2431640625,0.2744140625,0.28515625,0.2529296875,0.2861328125,0.30859375,0.265625,0.255859375,0.2783203125,0.3076171875,0.2685546875,0.291015625,0.30859375,0.2822265625,0.27734375,0.2705078125,0.3154296875,0.259765625,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2578125,0.28125,0.248046875,0.3046875,0.248046875,0.287109375,0.25,0.298828125,0.240234375,0.2685546875,0.259765625,0.2978515625,0.2568359375,0.2890625,0.275390625,0.271484375,0.29296875,0.2646484375,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.248046875,0.263671875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2109375,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2783203125,0.28515625,0.263671875,0.2822265625,0.3173828125,0.2568359375,0.283203125,0.2255859375,0.2568359375,0.265625,0.2626953125,0.2763671875,0.287109375,0.2666015625,0.279296875,0.2451171875,0.287109375,0.29296875,0.3046875,0.2490234375,0.2890625,0.271484375,0.2275390625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2607421875,0.26953125,0.2470703125,0.2783203125,0.2744140625,0.2939453125,0.22265625
59,model_58,0.275102306547619,0.251953125,0.3037109375,0.259765625,0.2607421875,0.2568359375,0.2861328125,0.2890625,0.2861328125,0.2392578125,0.263671875,0.28125,0.2451171875,0.2744140625,0.2861328125,0.2451171875,0.2861328125,0.30859375,0.265625,0.2490234375,0.2802734375,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.2724609375,0.2705078125,0.3154296875,0.2646484375,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2587890625,0.28125,0.244140625,0.310546875,0.251953125,0.287109375,0.2509765625,0.298828125,0.236328125,0.2685546875,0.2607421875,0.2978515625,0.26171875,0.2890625,0.2763671875,0.271484375,0.29296875,0.2685546875,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2451171875,0.263671875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2197265625,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2744140625,0.28515625,0.271484375,0.2822265625,0.3173828125,0.2568359375,0.263671875,0.2197265625,0.2578125,0.265625,0.2626953125,0.2841796875,0.287109375,0.2666015625,0.279296875,0.2431640625,0.2861328125,0.29296875,0.3046875,0.25,0.2890625,0.2734375,0.2236328125,0.2587890625,0.2802734375,0.28515625,0.294921875,0.263671875,0.26953125,0.2451171875,0.2783203125,0.275390625,0.2939453125,0.22265625
60,model_59,0.2748139880952381,0.251953125,0.3037109375,0.259765625,0.2587890625,0.2548828125,0.2861328125,0.2890625,0.2861328125,0.24609375,0.26171875,0.28125,0.236328125,0.2744140625,0.2861328125,0.2490234375,0.2861328125,0.30859375,0.265625,0.2490234375,0.279296875,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.2607421875,0.2724609375,0.3154296875,0.2666015625,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.25390625,0.28125,0.2451171875,0.30859375,0.24609375,0.287109375,0.2490234375,0.298828125,0.244140625,0.2685546875,0.2626953125,0.2978515625,0.2578125,0.2890625,0.275390625,0.271484375,0.29296875,0.2685546875,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.248046875,0.2607421875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2138671875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.271484375,0.2265625,0.2587890625,0.265625,0.2626953125,0.28125,0.287109375,0.2666015625,0.279296875,0.24609375,0.287109375,0.29296875,0.3046875,0.25390625,0.2890625,0.2685546875,0.2158203125,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2607421875,0.26953125,0.2431640625,0.2783203125,0.2685546875,0.2939453125,0.22265625
61,model_60,0.27490699404761904,0.251953125,0.3037109375,0.259765625,0.259765625,0.2568359375,0.287109375,0.2890625,0.2861328125,0.23046875,0.2578125,0.28125,0.2421875,0.2744140625,0.2841796875,0.248046875,0.2861328125,0.30859375,0.265625,0.2490234375,0.2802734375,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.2705078125,0.271484375,0.3154296875,0.26171875,0.296875,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2529296875,0.28125,0.24609375,0.310546875,0.2431640625,0.287109375,0.25,0.298828125,0.244140625,0.2685546875,0.259765625,0.2978515625,0.2607421875,0.2890625,0.2705078125,0.271484375,0.29296875,0.2666015625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.244140625,0.26171875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2119140625,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.2685546875,0.2822265625,0.3173828125,0.2568359375,0.287109375,0.2255859375,0.2646484375,0.265625,0.2626953125,0.283203125,0.287109375,0.2666015625,0.279296875,0.2412109375,0.287109375,0.29296875,0.3046875,0.2509765625,0.2890625,0.275390625,0.2236328125,0.2587890625,0.2802734375,0.28515625,0.294921875,0.26171875,0.2685546875,0.244140625,0.2783203125,0.26953125,0.2939453125,0.2216796875
62,model_61,0.27493489583333336,0.251953125,0.3037109375,0.259765625,0.2587890625,0.25390625,0.2861328125,0.2890625,0.2861328125,0.232421875,0.265625,0.28125,0.2412109375,0.2744140625,0.2841796875,0.2470703125,0.2861328125,0.30859375,0.265625,0.2548828125,0.2822265625,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.2646484375,0.263671875,0.3154296875,0.263671875,0.296875,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.25390625,0.28125,0.2490234375,0.3056640625,0.26171875,0.287109375,0.2490234375,0.298828125,0.2392578125,0.2685546875,0.26171875,0.2978515625,0.2548828125,0.2890625,0.27734375,0.271484375,0.29296875,0.2666015625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.24609375,0.26171875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.216796875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.26953125,0.2822265625,0.3173828125,0.2568359375,0.2822265625,0.2177734375,0.24609375,0.265625,0.2626953125,0.2802734375,0.287109375,0.2666015625,0.279296875,0.2451171875,0.283203125,0.29296875,0.3046875,0.25,0.2890625,0.2666015625,0.2333984375,0.2587890625,0.2802734375,0.28515625,0.294921875,0.263671875,0.2685546875,0.2490234375,0.2783203125,0.275390625,0.2939453125,0.224609375
63,model_62,0.27490699404761904,0.251953125,0.3037109375,0.259765625,0.25390625,0.2626953125,0.2841796875,0.2890625,0.2861328125,0.2490234375,0.2578125,0.28125,0.244140625,0.2744140625,0.2744140625,0.24609375,0.2861328125,0.30859375,0.265625,0.2451171875,0.275390625,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.275390625,0.2685546875,0.3154296875,0.2607421875,0.296875,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2529296875,0.28125,0.25,0.3115234375,0.2470703125,0.287109375,0.2451171875,0.298828125,0.2412109375,0.2685546875,0.2578125,0.2978515625,0.2568359375,0.2890625,0.2783203125,0.271484375,0.29296875,0.2666015625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2451171875,0.26171875,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.216796875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.28515625,0.224609375,0.2490234375,0.265625,0.2626953125,0.283203125,0.287109375,0.2666015625,0.279296875,0.2509765625,0.279296875,0.29296875,0.3046875,0.2548828125,0.2890625,0.2705078125,0.2275390625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2646484375,0.2685546875,0.2490234375,0.2783203125,0.263671875,0.2939453125,0.224609375
64,model_63,0.27473028273809524,0.251953125,0.3037109375,0.259765625,0.2568359375,0.263671875,0.2880859375,0.2890625,0.2861328125,0.2451171875,0.2646484375,0.28125,0.2421875,0.2744140625,0.28125,0.2509765625,0.2861328125,0.30859375,0.265625,0.2529296875,0.2734375,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.271484375,0.271484375,0.3154296875,0.26171875,0.2958984375,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2578125,0.28125,0.2392578125,0.3095703125,0.2392578125,0.2861328125,0.248046875,0.298828125,0.2353515625,0.2685546875,0.2587890625,0.2978515625,0.2568359375,0.2890625,0.267578125,0.271484375,0.29296875,0.2666015625,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2451171875,0.2626953125,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2080078125,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.2841796875,0.220703125,0.2548828125,0.265625,0.2626953125,0.2783203125,0.287109375,0.2666015625,0.279296875,0.2431640625,0.2880859375,0.29296875,0.3046875,0.2568359375,0.2890625,0.26953125,0.22265625,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2607421875,0.2685546875,0.248046875,0.2783203125,0.271484375,0.2939453125,0.2216796875
65,model_64,0.2738653273809524,0.251953125,0.3037109375,0.259765625,0.2548828125,0.265625,0.2861328125,0.2890625,0.2861328125,0.2490234375,0.2724609375,0.28125,0.234375,0.2744140625,0.2822265625,0.2509765625,0.2861328125,0.30859375,0.265625,0.2529296875,0.2734375,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.2744140625,0.2578125,0.3154296875,0.259765625,0.296875,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2548828125,0.28125,0.2294921875,0.3095703125,0.240234375,0.2861328125,0.2490234375,0.298828125,0.154296875,0.2685546875,0.255859375,0.2978515625,0.25390625,0.2890625,0.267578125,0.271484375,0.29296875,0.267578125,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.244140625,0.2626953125,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2138671875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.28125,0.2255859375,0.2568359375,0.265625,0.2626953125,0.279296875,0.287109375,0.2666015625,0.2783203125,0.2431640625,0.2890625,0.29296875,0.3046875,0.25390625,0.2890625,0.275390625,0.2216796875,0.2587890625,0.2802734375,0.28515625,0.294921875,0.26171875,0.2685546875,0.248046875,0.2783203125,0.2724609375,0.2939453125,0.22265625
66,model_65,0.2747767857142857,0.251953125,0.3037109375,0.259765625,0.2529296875,0.2626953125,0.2841796875,0.2890625,0.2861328125,0.25,0.267578125,0.28125,0.2275390625,0.2744140625,0.2802734375,0.24609375,0.2861328125,0.30859375,0.265625,0.2548828125,0.2822265625,0.306640625,0.2685546875,0.291015625,0.30859375,0.28125,0.2705078125,0.26171875,0.3154296875,0.2587890625,0.296875,0.26171875,0.2822265625,0.2783203125,0.2607421875,0.298828125,0.298828125,0.2578125,0.28125,0.2490234375,0.30859375,0.2333984375,0.2861328125,0.2470703125,0.298828125,0.240234375,0.2685546875,0.2548828125,0.2978515625,0.26171875,0.2890625,0.2734375,0.271484375,0.29296875,0.267578125,0.2978515625,0.263671875,0.302734375,0.3125,0.2724609375,0.2470703125,0.2626953125,0.3115234375,0.2978515625,0.2783203125,0.306640625,0.2939453125,0.2216796875,0.2763671875,0.3173828125,0.2685546875,0.2705078125,0.2763671875,0.28515625,0.2705078125,0.2822265625,0.3173828125,0.2568359375,0.26171875,0.22265625,0.265625,0.265625,0.2626953125,0.2783203125,0.287109375,0.2666015625,0.2783203125,0.2392578125,0.287109375,0.29296875,0.3046875,0.2578125,0.2890625,0.2685546875,0.224609375,0.2587890625,0.2802734375,0.28515625,0.294921875,0.2646484375,0.2685546875,0.24609375,0.2783203125,0.2763671875,0.2939453125,0.2265625
