,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
37,model_36,0.2689630681818182,0.2666015625,0.2568359375,0.28125,0.2431640625,0.28125,0.283203125,0.2470703125,0.2666015625,0.2451171875,0.2421875,0.283203125,0.2685546875,0.2607421875,0.2822265625,0.275390625,0.232421875,0.2666015625,0.2890625,0.2998046875,0.2265625,0.267578125,0.2626953125,0.2822265625,0.2734375,0.2939453125,0.306640625,0.26953125,0.2119140625,0.2763671875,0.240234375,0.291015625,0.2646484375,0.205078125,0.27734375,0.251953125,0.294921875,0.29296875,0.2490234375,0.2685546875,0.26953125,0.2783203125,0.2705078125,0.259765625,0.2275390625,0.294921875,0.3037109375,0.265625,0.28515625,0.2822265625,0.2861328125,0.26953125,0.291015625,0.2724609375,0.3046875,0.25390625
38,model_37,0.2681463068181818,0.2646484375,0.263671875,0.2841796875,0.240234375,0.283203125,0.283203125,0.2392578125,0.267578125,0.2431640625,0.2373046875,0.2822265625,0.2685546875,0.263671875,0.2841796875,0.275390625,0.2314453125,0.263671875,0.2890625,0.3037109375,0.2138671875,0.263671875,0.26171875,0.283203125,0.2734375,0.2939453125,0.306640625,0.265625,0.2041015625,0.2763671875,0.2470703125,0.2919921875,0.2666015625,0.2080078125,0.27734375,0.23828125,0.2939453125,0.29296875,0.2421875,0.2685546875,0.2724609375,0.2783203125,0.271484375,0.2626953125,0.2158203125,0.2919921875,0.302734375,0.265625,0.283203125,0.2822265625,0.2822265625,0.26953125,0.291015625,0.2744140625,0.3056640625,0.2607421875
39,model_38,0.26875,0.2685546875,0.255859375,0.2880859375,0.2431640625,0.28125,0.283203125,0.2431640625,0.265625,0.248046875,0.23046875,0.2822265625,0.263671875,0.2666015625,0.2822265625,0.275390625,0.2333984375,0.2685546875,0.2890625,0.3037109375,0.2265625,0.2685546875,0.263671875,0.28125,0.2734375,0.2939453125,0.306640625,0.2705078125,0.2080078125,0.2763671875,0.2431640625,0.291015625,0.2568359375,0.216796875,0.27734375,0.2529296875,0.294921875,0.29296875,0.240234375,0.267578125,0.271484375,0.2783203125,0.267578125,0.251953125,0.224609375,0.2958984375,0.302734375,0.2705078125,0.28515625,0.2822265625,0.27734375,0.26953125,0.291015625,0.2734375,0.30859375,0.255859375
40,model_39,0.2689630681818182,0.2685546875,0.2607421875,0.2861328125,0.24609375,0.2783203125,0.283203125,0.2421875,0.267578125,0.2509765625,0.2353515625,0.2841796875,0.2666015625,0.263671875,0.283203125,0.275390625,0.2216796875,0.26953125,0.2890625,0.302734375,0.2265625,0.2666015625,0.259765625,0.283203125,0.2734375,0.2939453125,0.306640625,0.267578125,0.208984375,0.2763671875,0.2451171875,0.2919921875,0.2587890625,0.2060546875,0.27734375,0.25,0.294921875,0.29296875,0.25,0.271484375,0.2734375,0.2783203125,0.267578125,0.2548828125,0.2236328125,0.2939453125,0.30078125,0.2685546875,0.28515625,0.283203125,0.283203125,0.26953125,0.291015625,0.2744140625,0.3046875,0.263671875
41,model_40,0.26786221590909093,0.2685546875,0.2548828125,0.28515625,0.2412109375,0.2802734375,0.283203125,0.2431640625,0.265625,0.236328125,0.2412109375,0.2841796875,0.267578125,0.265625,0.28515625,0.275390625,0.2265625,0.267578125,0.2890625,0.3037109375,0.2265625,0.2685546875,0.2587890625,0.275390625,0.2734375,0.2939453125,0.306640625,0.271484375,0.208984375,0.2763671875,0.23828125,0.2919921875,0.2470703125,0.212890625,0.27734375,0.2451171875,0.294921875,0.29296875,0.24609375,0.2734375,0.2724609375,0.279296875,0.267578125,0.2587890625,0.21875,0.2939453125,0.3017578125,0.265625,0.28515625,0.283203125,0.2783203125,0.26953125,0.2919921875,0.2685546875,0.3056640625,0.2470703125
42,model_41,0.2686434659090909,0.2685546875,0.259765625,0.2861328125,0.244140625,0.2822265625,0.283203125,0.2392578125,0.2685546875,0.2373046875,0.236328125,0.283203125,0.2685546875,0.2666015625,0.28515625,0.275390625,0.220703125,0.2685546875,0.2890625,0.3037109375,0.2265625,0.267578125,0.2548828125,0.2822265625,0.2734375,0.2939453125,0.306640625,0.2705078125,0.205078125,0.2763671875,0.244140625,0.2919921875,0.2587890625,0.2119140625,0.27734375,0.2451171875,0.294921875,0.29296875,0.2509765625,0.271484375,0.2734375,0.279296875,0.267578125,0.259765625,0.2236328125,0.2939453125,0.2998046875,0.2646484375,0.28515625,0.283203125,0.279296875,0.26953125,0.2919921875,0.2744140625,0.3046875,0.26171875
43,model_42,0.26899857954545453,0.26953125,0.255859375,0.28515625,0.2421875,0.283203125,0.283203125,0.2412109375,0.2666015625,0.2470703125,0.2333984375,0.2841796875,0.2646484375,0.267578125,0.287109375,0.275390625,0.2216796875,0.2685546875,0.2890625,0.3037109375,0.2255859375,0.265625,0.2626953125,0.283203125,0.2734375,0.2939453125,0.306640625,0.267578125,0.2119140625,0.2763671875,0.2412109375,0.2919921875,0.2626953125,0.2119140625,0.27734375,0.2509765625,0.294921875,0.29296875,0.2470703125,0.2685546875,0.2724609375,0.279296875,0.267578125,0.2666015625,0.2158203125,0.29296875,0.30078125,0.2685546875,0.28515625,0.283203125,0.283203125,0.26953125,0.2919921875,0.2724609375,0.30859375,0.2607421875
44,model_43,0.2687322443181818,0.267578125,0.26171875,0.28515625,0.2421875,0.27734375,0.283203125,0.2431640625,0.2666015625,0.2451171875,0.234375,0.2841796875,0.2685546875,0.2626953125,0.2861328125,0.275390625,0.23046875,0.2666015625,0.2890625,0.3017578125,0.2265625,0.265625,0.2607421875,0.2841796875,0.2734375,0.2939453125,0.306640625,0.267578125,0.20703125,0.2763671875,0.2373046875,0.2919921875,0.26953125,0.208984375,0.27734375,0.2509765625,0.294921875,0.29296875,0.244140625,0.2685546875,0.2724609375,0.279296875,0.267578125,0.259765625,0.2236328125,0.291015625,0.30078125,0.2666015625,0.28515625,0.2822265625,0.2802734375,0.26953125,0.2919921875,0.2724609375,0.3056640625,0.26171875
45,model_44,0.26853693181818183,0.26953125,0.259765625,0.2861328125,0.2451171875,0.28125,0.283203125,0.240234375,0.267578125,0.25390625,0.236328125,0.2841796875,0.2685546875,0.263671875,0.283203125,0.275390625,0.2109375,0.2626953125,0.2890625,0.3037109375,0.2275390625,0.2646484375,0.263671875,0.2802734375,0.2734375,0.2939453125,0.306640625,0.26953125,0.203125,0.2763671875,0.236328125,0.2919921875,0.2646484375,0.2119140625,0.27734375,0.2490234375,0.294921875,0.29296875,0.248046875,0.267578125,0.2724609375,0.279296875,0.267578125,0.2666015625,0.2197265625,0.2919921875,0.30078125,0.2666015625,0.28515625,0.2822265625,0.2841796875,0.26953125,0.2919921875,0.2744140625,0.306640625,0.251953125
46,model_45,0.26890980113636365,0.2646484375,0.2587890625,0.287109375,0.2373046875,0.28125,0.283203125,0.236328125,0.267578125,0.2490234375,0.2333984375,0.2841796875,0.267578125,0.267578125,0.2841796875,0.275390625,0.2255859375,0.2646484375,0.2890625,0.3017578125,0.2294921875,0.2685546875,0.2587890625,0.283203125,0.2734375,0.294921875,0.306640625,0.2724609375,0.2080078125,0.2763671875,0.240234375,0.2919921875,0.26953125,0.212890625,0.27734375,0.24609375,0.294921875,0.29296875,0.244140625,0.2734375,0.2724609375,0.279296875,0.267578125,0.265625,0.2216796875,0.2900390625,0.2998046875,0.267578125,0.28515625,0.283203125,0.2841796875,0.26953125,0.2919921875,0.2724609375,0.3076171875,0.2578125
47,model_46,0.26890980113636365,0.2685546875,0.2646484375,0.2861328125,0.2421875,0.2822265625,0.283203125,0.244140625,0.2685546875,0.2490234375,0.2392578125,0.28125,0.2685546875,0.2646484375,0.2861328125,0.275390625,0.2275390625,0.271484375,0.2890625,0.302734375,0.22265625,0.267578125,0.26171875,0.2822265625,0.2734375,0.294921875,0.306640625,0.2666015625,0.212890625,0.2763671875,0.2421875,0.2919921875,0.2685546875,0.205078125,0.27734375,0.244140625,0.2939453125,0.29296875,0.240234375,0.267578125,0.2724609375,0.279296875,0.267578125,0.255859375,0.21875,0.29296875,0.30078125,0.271484375,0.28515625,0.283203125,0.2841796875,0.26953125,0.2919921875,0.2646484375,0.3056640625,0.2626953125
48,model_47,0.26867897727272727,0.267578125,0.265625,0.283203125,0.24609375,0.2802734375,0.283203125,0.244140625,0.2685546875,0.244140625,0.2294921875,0.2822265625,0.265625,0.2666015625,0.2861328125,0.275390625,0.220703125,0.2685546875,0.2890625,0.3037109375,0.2265625,0.263671875,0.2568359375,0.2822265625,0.2734375,0.294921875,0.306640625,0.2724609375,0.2158203125,0.2763671875,0.244140625,0.29296875,0.255859375,0.2099609375,0.27734375,0.2451171875,0.294921875,0.29296875,0.2490234375,0.2685546875,0.2724609375,0.279296875,0.267578125,0.259765625,0.21875,0.2890625,0.302734375,0.265625,0.28515625,0.283203125,0.2841796875,0.26953125,0.2919921875,0.2724609375,0.306640625,0.2587890625
49,model_48,0.2691938920454545,0.2685546875,0.259765625,0.28515625,0.2431640625,0.279296875,0.283203125,0.2412109375,0.2685546875,0.2392578125,0.2373046875,0.2841796875,0.2705078125,0.2666015625,0.2861328125,0.275390625,0.2216796875,0.267578125,0.2890625,0.302734375,0.224609375,0.2646484375,0.2587890625,0.2822265625,0.2734375,0.294921875,0.306640625,0.26953125,0.2060546875,0.2763671875,0.25,0.29296875,0.2724609375,0.20703125,0.27734375,0.2490234375,0.294921875,0.29296875,0.2431640625,0.2724609375,0.2724609375,0.279296875,0.267578125,0.26171875,0.2197265625,0.29296875,0.302734375,0.2724609375,0.28515625,0.283203125,0.2841796875,0.26953125,0.2919921875,0.271484375,0.3076171875,0.2646484375
50,model_49,0.2683238636363636,0.267578125,0.2626953125,0.287109375,0.2431640625,0.2744140625,0.283203125,0.248046875,0.2685546875,0.2490234375,0.2314453125,0.28125,0.265625,0.2666015625,0.2861328125,0.275390625,0.220703125,0.2646484375,0.2890625,0.3017578125,0.2275390625,0.2626953125,0.25390625,0.2822265625,0.2734375,0.294921875,0.306640625,0.26953125,0.2138671875,0.2763671875,0.2412109375,0.29296875,0.2685546875,0.21875,0.27734375,0.2451171875,0.294921875,0.29296875,0.23828125,0.265625,0.2724609375,0.279296875,0.267578125,0.263671875,0.2109375,0.2900390625,0.302734375,0.2666015625,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.2724609375,0.3046875,0.2509765625
51,model_50,0.2689275568181818,0.267578125,0.26171875,0.2861328125,0.24609375,0.283203125,0.283203125,0.244140625,0.2685546875,0.25,0.234375,0.28515625,0.2685546875,0.267578125,0.2861328125,0.275390625,0.2275390625,0.267578125,0.2890625,0.3017578125,0.2275390625,0.2626953125,0.2548828125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2724609375,0.205078125,0.2763671875,0.2412109375,0.29296875,0.265625,0.203125,0.27734375,0.25,0.294921875,0.29296875,0.2470703125,0.2646484375,0.2724609375,0.279296875,0.267578125,0.2626953125,0.20703125,0.291015625,0.302734375,0.271484375,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.275390625,0.306640625,0.2626953125
52,model_51,0.2681818181818182,0.2666015625,0.2578125,0.2841796875,0.2392578125,0.2841796875,0.283203125,0.2451171875,0.2685546875,0.2421875,0.2373046875,0.28515625,0.2685546875,0.2666015625,0.2861328125,0.275390625,0.2255859375,0.2646484375,0.2890625,0.3037109375,0.2197265625,0.2607421875,0.2490234375,0.2822265625,0.2734375,0.294921875,0.306640625,0.2685546875,0.20703125,0.2763671875,0.2421875,0.29296875,0.267578125,0.2099609375,0.27734375,0.24609375,0.2939453125,0.29296875,0.244140625,0.265625,0.2724609375,0.279296875,0.267578125,0.2626953125,0.2080078125,0.291015625,0.302734375,0.2685546875,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2724609375,0.306640625,0.26171875
53,model_52,0.26830610795454546,0.2685546875,0.2578125,0.28515625,0.24609375,0.283203125,0.283203125,0.23828125,0.2685546875,0.2373046875,0.232421875,0.283203125,0.26953125,0.2646484375,0.2861328125,0.275390625,0.2294921875,0.2705078125,0.2890625,0.302734375,0.2255859375,0.2666015625,0.25,0.2822265625,0.2734375,0.294921875,0.306640625,0.2734375,0.2041015625,0.2763671875,0.2470703125,0.29296875,0.2666015625,0.21484375,0.27734375,0.2490234375,0.2939453125,0.29296875,0.2392578125,0.271484375,0.2724609375,0.279296875,0.267578125,0.267578125,0.1982421875,0.29296875,0.302734375,0.2666015625,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2685546875,0.3046875,0.25390625
54,model_53,0.2684481534090909,0.2685546875,0.2578125,0.287109375,0.2451171875,0.2802734375,0.283203125,0.2421875,0.2685546875,0.2412109375,0.2392578125,0.2841796875,0.271484375,0.2666015625,0.2861328125,0.275390625,0.2255859375,0.2646484375,0.2890625,0.30078125,0.2294921875,0.2666015625,0.26171875,0.2822265625,0.2734375,0.294921875,0.306640625,0.2685546875,0.2099609375,0.2763671875,0.2421875,0.29296875,0.2568359375,0.2197265625,0.27734375,0.2470703125,0.294921875,0.29296875,0.2451171875,0.267578125,0.2724609375,0.279296875,0.267578125,0.2646484375,0.193359375,0.29296875,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2734375,0.3076171875,0.2470703125
55,model_54,0.2683238636363636,0.267578125,0.259765625,0.287109375,0.2470703125,0.2822265625,0.283203125,0.240234375,0.2685546875,0.2412109375,0.234375,0.283203125,0.26953125,0.2607421875,0.2861328125,0.275390625,0.2294921875,0.2705078125,0.2890625,0.2998046875,0.228515625,0.2607421875,0.2578125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2109375,0.2763671875,0.240234375,0.29296875,0.2568359375,0.205078125,0.27734375,0.2470703125,0.294921875,0.29296875,0.2470703125,0.2724609375,0.2724609375,0.279296875,0.267578125,0.263671875,0.205078125,0.29296875,0.302734375,0.2666015625,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2734375,0.3076171875,0.25
56,model_55,0.2689630681818182,0.267578125,0.26171875,0.287109375,0.24609375,0.283203125,0.283203125,0.236328125,0.2685546875,0.2470703125,0.2373046875,0.283203125,0.2705078125,0.2666015625,0.2861328125,0.275390625,0.23046875,0.263671875,0.2890625,0.30078125,0.2265625,0.267578125,0.263671875,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2041015625,0.2763671875,0.24609375,0.29296875,0.267578125,0.208984375,0.27734375,0.248046875,0.294921875,0.29296875,0.2451171875,0.26953125,0.2724609375,0.279296875,0.267578125,0.2626953125,0.2080078125,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2724609375,0.3076171875,0.2529296875
57,model_56,0.26803977272727275,0.2666015625,0.26171875,0.2861328125,0.240234375,0.2744140625,0.283203125,0.2451171875,0.267578125,0.236328125,0.232421875,0.283203125,0.267578125,0.2646484375,0.2861328125,0.275390625,0.2294921875,0.2607421875,0.2890625,0.294921875,0.2294921875,0.2587890625,0.25390625,0.2822265625,0.2734375,0.294921875,0.306640625,0.26953125,0.2060546875,0.2763671875,0.2470703125,0.29296875,0.2529296875,0.2158203125,0.27734375,0.248046875,0.294921875,0.29296875,0.24609375,0.271484375,0.2724609375,0.279296875,0.267578125,0.2646484375,0.20703125,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2763671875,0.3056640625,0.2568359375
58,model_57,0.2691583806818182,0.267578125,0.26171875,0.2861328125,0.244140625,0.2822265625,0.283203125,0.244140625,0.267578125,0.25,0.23828125,0.283203125,0.267578125,0.2626953125,0.2861328125,0.275390625,0.22265625,0.2685546875,0.2890625,0.302734375,0.2216796875,0.2607421875,0.2587890625,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.203125,0.2763671875,0.2470703125,0.29296875,0.2685546875,0.212890625,0.27734375,0.2431640625,0.294921875,0.29296875,0.25,0.2724609375,0.2724609375,0.279296875,0.267578125,0.26953125,0.2158203125,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.2763671875,0.310546875,0.251953125
59,model_58,0.2686434659090909,0.265625,0.263671875,0.2861328125,0.2353515625,0.283203125,0.283203125,0.2353515625,0.267578125,0.25,0.2412109375,0.283203125,0.26953125,0.2646484375,0.2861328125,0.275390625,0.2294921875,0.26953125,0.2890625,0.302734375,0.228515625,0.2646484375,0.251953125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2724609375,0.2060546875,0.2763671875,0.24609375,0.29296875,0.2578125,0.201171875,0.27734375,0.25,0.294921875,0.29296875,0.244140625,0.271484375,0.2724609375,0.279296875,0.267578125,0.2646484375,0.21484375,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.2763671875,0.3095703125,0.24609375
60,model_59,0.26875,0.267578125,0.263671875,0.2861328125,0.2451171875,0.283203125,0.283203125,0.23046875,0.267578125,0.2392578125,0.232421875,0.283203125,0.2685546875,0.265625,0.2861328125,0.275390625,0.2236328125,0.267578125,0.2890625,0.302734375,0.224609375,0.267578125,0.259765625,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.203125,0.2763671875,0.2431640625,0.29296875,0.2685546875,0.2138671875,0.27734375,0.2470703125,0.294921875,0.29296875,0.24609375,0.2734375,0.2724609375,0.279296875,0.267578125,0.2666015625,0.212890625,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.2763671875,0.306640625,0.251953125
61,model_60,0.2691938920454545,0.2666015625,0.26171875,0.2861328125,0.248046875,0.283203125,0.283203125,0.2373046875,0.267578125,0.2529296875,0.234375,0.283203125,0.2685546875,0.2666015625,0.2861328125,0.275390625,0.2255859375,0.2685546875,0.2890625,0.302734375,0.2158203125,0.263671875,0.2607421875,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.205078125,0.2763671875,0.2431640625,0.29296875,0.2666015625,0.20703125,0.27734375,0.2470703125,0.294921875,0.29296875,0.248046875,0.2734375,0.2724609375,0.279296875,0.267578125,0.2646484375,0.2216796875,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.27734375,0.30859375,0.2578125
62,model_61,0.26940696022727273,0.2685546875,0.263671875,0.2861328125,0.2421875,0.283203125,0.283203125,0.244140625,0.267578125,0.2529296875,0.2373046875,0.283203125,0.267578125,0.265625,0.2861328125,0.275390625,0.2216796875,0.271484375,0.2890625,0.302734375,0.2255859375,0.26953125,0.2578125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.20703125,0.2763671875,0.244140625,0.29296875,0.2666015625,0.2099609375,0.27734375,0.2490234375,0.294921875,0.29296875,0.2451171875,0.2734375,0.2724609375,0.279296875,0.267578125,0.2568359375,0.2197265625,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.27734375,0.30859375,0.255859375
63,model_62,0.26890980113636365,0.267578125,0.263671875,0.2861328125,0.2431640625,0.283203125,0.283203125,0.2421875,0.267578125,0.2431640625,0.2412109375,0.283203125,0.2666015625,0.2626953125,0.2861328125,0.275390625,0.2216796875,0.26953125,0.2890625,0.302734375,0.21875,0.2685546875,0.2568359375,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.203125,0.2763671875,0.244140625,0.29296875,0.2666015625,0.20703125,0.27734375,0.2490234375,0.294921875,0.29296875,0.2451171875,0.2734375,0.2724609375,0.279296875,0.267578125,0.2626953125,0.2158203125,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.27734375,0.3076171875,0.2568359375
64,model_63,0.26908735795454547,0.2685546875,0.263671875,0.2861328125,0.240234375,0.283203125,0.283203125,0.234375,0.267578125,0.2353515625,0.240234375,0.283203125,0.2666015625,0.26171875,0.2861328125,0.275390625,0.220703125,0.26953125,0.2890625,0.302734375,0.2158203125,0.2724609375,0.2578125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2109375,0.2763671875,0.2412109375,0.29296875,0.263671875,0.2197265625,0.27734375,0.251953125,0.294921875,0.29296875,0.248046875,0.2734375,0.2724609375,0.279296875,0.267578125,0.263671875,0.220703125,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.27734375,0.30859375,0.2578125
65,model_64,0.26850142045454545,0.267578125,0.263671875,0.2861328125,0.234375,0.283203125,0.283203125,0.2412109375,0.267578125,0.240234375,0.234375,0.283203125,0.267578125,0.2626953125,0.2861328125,0.275390625,0.232421875,0.26953125,0.2890625,0.302734375,0.21875,0.2666015625,0.2578125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2109375,0.2763671875,0.240234375,0.29296875,0.255859375,0.2060546875,0.27734375,0.25,0.294921875,0.29296875,0.2431640625,0.2734375,0.2724609375,0.279296875,0.267578125,0.2578125,0.216796875,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.2919921875,0.27734375,0.3076171875,0.2568359375
66,model_65,0.26890980113636365,0.267578125,0.263671875,0.2861328125,0.244140625,0.283203125,0.283203125,0.2421875,0.267578125,0.24609375,0.228515625,0.283203125,0.26953125,0.267578125,0.2861328125,0.275390625,0.212890625,0.26953125,0.2890625,0.302734375,0.224609375,0.2666015625,0.2626953125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.208984375,0.2763671875,0.244140625,0.29296875,0.2568359375,0.2109375,0.27734375,0.2421875,0.294921875,0.29296875,0.2451171875,0.2734375,0.2724609375,0.279296875,0.267578125,0.2666015625,0.2197265625,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.2919921875,0.27734375,0.30859375,0.2548828125
67,model_66,0.2693004261363636,0.2685546875,0.263671875,0.2861328125,0.2431640625,0.283203125,0.283203125,0.23046875,0.267578125,0.2509765625,0.2373046875,0.283203125,0.26953125,0.267578125,0.2861328125,0.275390625,0.224609375,0.26953125,0.2890625,0.302734375,0.22265625,0.2685546875,0.2587890625,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2080078125,0.2763671875,0.2431640625,0.29296875,0.2607421875,0.2099609375,0.27734375,0.25390625,0.294921875,0.29296875,0.2451171875,0.2734375,0.2724609375,0.279296875,0.267578125,0.263671875,0.2177734375,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.291015625,0.27734375,0.30859375,0.259765625
68,model_67,0.26910511363636364,0.267578125,0.263671875,0.2861328125,0.24609375,0.283203125,0.283203125,0.2421875,0.267578125,0.24609375,0.236328125,0.283203125,0.2666015625,0.265625,0.2861328125,0.275390625,0.2255859375,0.26953125,0.2890625,0.302734375,0.2314453125,0.265625,0.2509765625,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.216796875,0.2763671875,0.2373046875,0.29296875,0.2646484375,0.208984375,0.27734375,0.24609375,0.294921875,0.29296875,0.2431640625,0.2734375,0.2724609375,0.279296875,0.267578125,0.265625,0.2216796875,0.2939453125,0.302734375,0.267578125,0.28515625,0.283203125,0.2841796875,0.2685546875,0.291015625,0.27734375,0.30859375,0.2451171875
69,model_68,0.26890980113636365,0.267578125,0.263671875,0.2861328125,0.2412109375,0.283203125,0.283203125,0.2353515625,0.267578125,0.2490234375,0.234375,0.283203125,0.2607421875,0.2666015625,0.2861328125,0.275390625,0.2255859375,0.26953125,0.2890625,0.302734375,0.22265625,0.271484375,0.2490234375,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.212890625,0.2763671875,0.2392578125,0.29296875,0.2646484375,0.2138671875,0.27734375,0.25,0.294921875,0.29296875,0.2470703125,0.2734375,0.2724609375,0.279296875,0.267578125,0.265625,0.2158203125,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.291015625,0.27734375,0.3095703125,0.25
70,model_69,0.2688565340909091,0.267578125,0.263671875,0.2861328125,0.2373046875,0.283203125,0.283203125,0.2353515625,0.267578125,0.24609375,0.236328125,0.283203125,0.26953125,0.2666015625,0.2861328125,0.275390625,0.23046875,0.26953125,0.2890625,0.302734375,0.2255859375,0.263671875,0.2470703125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2119140625,0.2763671875,0.23828125,0.29296875,0.263671875,0.2099609375,0.27734375,0.24609375,0.294921875,0.29296875,0.2412109375,0.2734375,0.2724609375,0.279296875,0.267578125,0.2646484375,0.2177734375,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.291015625,0.27734375,0.3095703125,0.2607421875
71,model_70,0.2689453125,0.267578125,0.263671875,0.2861328125,0.2373046875,0.283203125,0.283203125,0.2421875,0.267578125,0.2431640625,0.240234375,0.283203125,0.2685546875,0.267578125,0.2861328125,0.275390625,0.2255859375,0.26953125,0.2890625,0.302734375,0.224609375,0.2685546875,0.25390625,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.21484375,0.2763671875,0.240234375,0.29296875,0.263671875,0.2060546875,0.27734375,0.2412109375,0.294921875,0.29296875,0.2431640625,0.2734375,0.2724609375,0.279296875,0.267578125,0.2646484375,0.220703125,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.291015625,0.27734375,0.3095703125,0.2509765625
72,model_71,0.2693536931818182,0.2685546875,0.263671875,0.2861328125,0.2431640625,0.283203125,0.283203125,0.244140625,0.267578125,0.2470703125,0.2392578125,0.283203125,0.267578125,0.267578125,0.2861328125,0.275390625,0.2236328125,0.26953125,0.2890625,0.302734375,0.2236328125,0.265625,0.2626953125,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.212890625,0.2763671875,0.2421875,0.29296875,0.2646484375,0.2109375,0.27734375,0.2412109375,0.294921875,0.29296875,0.25,0.2734375,0.2724609375,0.279296875,0.267578125,0.259765625,0.21484375,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.291015625,0.27734375,0.3095703125,0.2578125
73,model_72,0.26867897727272727,0.267578125,0.263671875,0.2861328125,0.2314453125,0.283203125,0.283203125,0.2431640625,0.267578125,0.251953125,0.232421875,0.283203125,0.2666015625,0.267578125,0.2861328125,0.275390625,0.2197265625,0.26953125,0.2890625,0.302734375,0.224609375,0.259765625,0.263671875,0.2822265625,0.2734375,0.294921875,0.306640625,0.2705078125,0.2119140625,0.2763671875,0.240234375,0.29296875,0.265625,0.21484375,0.27734375,0.2451171875,0.294921875,0.29296875,0.2412109375,0.2734375,0.2724609375,0.279296875,0.267578125,0.26171875,0.216796875,0.2939453125,0.302734375,0.267578125,0.28515625,0.2822265625,0.2841796875,0.2685546875,0.291015625,0.27734375,0.3095703125,0.244140625
